ObjectName,ID,Name,ClassName,CssSelector,CssSelector2,CssSelector3,LinkText,PartialLinkText,TagName,XPath,ithInMultiple,ContainsText,AttributeKey1,AttributeValue1,AttributeKey2,AttributeValue2,IsParent,Value,SQL,UserDefinedWaitTime,ThreadSleepWaitTime,ReferenceDataID,UnUseColumn1,UnUseColumn2,UnUseColumn3,Child_ID,Child_Name,Child_ClassName,Child_CssSelector,Child_CssSelector2,Child_CssSelector3,Child_LinkText,Child_PartialLinkText,Child_TagName,Child_XPath,Child_ithInMultiple,Child_ContainsText,Child_AttributeKey1,Child_AttributeValue1,Child_AttributeKey2,Child_AttributeValue2,Child_Value,Child_SQL,Child_UserDefinedWaitTime,Child_ThreadSleepWaitTime,Child_ReferenceDataID,Child_UnUseColumn1,Child_UnUseColumn2,Child_UnUseColumn3
salePrice_AAF,,,sale_price,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itemInBagOverLay_AAF,,,,div[class='sub-footer clearfix'],,,,,,,,,,,,,1,,,,,,,,,,,,div[class='copy'],,,,,,,1,,,,,,,,,,,,,
validateCheckoutLink_AAF,,,sfa-button small transactional,,,,,,,.//*[@id='saksbagoverlay_insert']/div[4]/a[1],1,Checkout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viewMyBag_AAF,,,saksBagViewMyBag,a[class=saksBagViewMyBag'],,,,,,.//*[@id='saksbagoverlay_insert']/div[4]/a[1],,View My Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopCategorylink_vm,,,,,,,SHOP BY CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saleCategorylink_vm,left-nav-content,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,SALE,,,,,,,,,,,,,,,,,
prp_Find_Refine_ep,refine-by-nav,,,,,,,,,,,,,,,,1,,,,,,,,,,,,span[class='ref-cat'],,,,,,,,,,,,,,,,,,,,
prp_Get_Total_PA_Items_ep,pc-top,,,,,,,,,,,,,,,,1,,,,,,,,,,,totalRecords,,,,,,,,,,,,,,,,,,,,,
prp_PA_Container_ep,product-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prp_PA_ProductDescription_ep,,,,p[class='product-description'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prp_PA_Image_ep,,,,div[class='image-container-large'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDP_Share_Container_ep,,,,div[class='share-product'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aemCheckoutButton_AAF,,,,a[class='button button--primary cart-dialog__checkout-button'],,,,,,,,Checkout,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_Email,,,,input[name='username'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_SignInSection,,,,h2[class='sign-into-account__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_CreateAccountSection,,,,h2[class='account-message-card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_CreateAccountBtn,,,,button[class='hbc-button hbc-button--block hbc-button--secondary account-message-card__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_FirstName,,,,input[name='first_name'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_LastName,,,,input[name='last_name'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Email,,,,input[name='email'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Password,,,,input[name='password'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_ConfPassword,,,,input[name='confirm_password'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Phone,,,,input[name='phone_number'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Zip,,,,input[name='zip'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Title,,,,h1[class='create-new-account__title'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_RadioBtns,,,,label[class='radiogroup__radio'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_RadioBtnSelection,,,,span[class='radiogroup__radio-label'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_CanadinCustomerAgreement,,,,label[class='checkbox__label'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_PrivacyPolicy,,,,p[class='create-new-account__privacy-policy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_CheckBoxes,,,,span[class='checkbox-group__checkbox-label'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_TermsCond,,,,a[class='create-new-account__terms-of-service'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ContunieShippingAEMPDP_AAF,,,,button[class='button button--secondary cart-dialog__continue-shopping-button'],,,,,,,,Continue Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_paLeftHandNav_AAF,,,,ul[class='left-nav-links-container'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,1,,,,,,,,,,,,,
ofm_prpTitlebyKwSearch_AAF,pa-right-content,,,,,,,,,,,,,,,,1,,,,,,,,,pa-topnav,,,,,,,,,,,,,,,,,,,,,,,
sip_Password,,,,input[name='password'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_SignInBtn,,,,div[class='sign-into-account__button'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,,,,,,,,,,,,,
accSum_YourProfile,,,,div[class='account-profile'],,,,,,,,,,,,,1,,,50,,,,,,,,,h2[class='card__title'],,,,,,,,,,,,,,,30,,,,,
sip_Title,,,,h2[class='sign-into-account__title'],,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_YourRewards,,,,div[class='account-summary__rewards'],,,,,,,,,,,,,1,,,,,,,,,,,,h2[class='card__title'],,,,,,,,,,,,,,,,,,,,
accSum_MoreNumber,,,,div[class='account-summary__rewards'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,strong,,,,,,,,,,,,,,,
accSum_OrderRow,,,,div[class='order-history-order__header-group'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowDate,,,order-history-order__header-date,span[class='order-history-order__header-date'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowOrderNumber,,,order-history-order__header-order-num,span[class='order-history-order__header-order-num'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowItemCount,,,order-history-order__header-total-items,span[class='order-history-order__header-total-items'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowTotal,,,order-history-order__header-total,span[class='order-history-order__header-total'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderRowOrderStatus,,,order-history-order__header-status,span[class='order-history-order__header-status'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_Error,,,,div[class='alert alert--danger'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_EmailError,,,,div[class*='sign-into-account__email-field'],,,,,,,,,,,,,1,,,,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
sip_PwdError,,,,div[class*='sign-into-account__password-field'],,,,,,,,,,,,,1,,,,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
fpp_ContinueBtn,,,,div[class='forgot-password-page__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_Title,,,,h2[class='forgot-password-page__title'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_ForgotPwd,,,,div[class='sign-into-account__forgot-password'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
fpp_Email,,,,input[id='forgotPasswordPageEmailField'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_BackToSignIn,,,,div[class='forgot-password-page__back-to-sign-in'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
fpp_ContinueShoppingBtn,,,,button[class='hbc-button hbc-button--block hbc-button--primary account-message-card__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_Message,,,,div[class='account-message-card__message-block'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_Cancel,,,,div[class='create-new-account__cancel-link'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_CreateAcc,,,,div[class='create-new-account__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cap_FirstNameError,,,,div[class*='create-new-account__first-name'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_LastNameError,,,,div[class*='create-new-account__last-name'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_EmailError,,,,div[class*='create-new-account__email create'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_PasswordError,,,,div[class*='create-new-account__password'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_ConfPasswordError,,,,div[class*='create-new-account__confirm-password'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
cap_PrivacyPolicyLinks,,,,p[class='create-new-account__privacy-policy'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
accSum_FullName,,,,p[class='account-profile__content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_Email,,,,p[class='account-profile__content account-profile__content--trailing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_EmptyOrders,,,,p[class='order-history__content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_StartShopping,,,,div[class='order-history__start-shopping-button'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
accSum_OrderDetails,,,,div[class*='panel__content-outer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_BillingAddress,,,,div[class='order-billing-details__billing-address'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderSummary,,,,div[class='order-billing-details__summary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderShipping,,,,div[class='order-history-order__shipping'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderPaymentMethod,,,,div[class='order-billing-details__payment-type'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderShippingMethod,,,,div[class='order-history-order__shipping-methods'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderShippingAddress,,,,div[class='order-history-order__shipping-address'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_ViewAllOrders,,,,div[class='account-summary__view-more-order-button'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
ordHis_Title,,,,div[class='order-history-page'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderItemCol,,,,div[class='order-history-item__item-column-info'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderItemImg,,,,div[class='order-history-item__item-column-image'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderStatus,,,,div[class*='order-history-item__status-column'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_OrderCSC,,,,div[class='order-history-order__customer-service-copy'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,i,,,,,,,,,,,,,,,
accSum_TopNav,,,,li[class='scroll-nav__link-wrap'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
accSet_PwdSet,,,,div[class='account-change-password'],,,,,,,,,,,,,1,,,30,,,,,,,,,h2[class='card__title'],,,,,,,,,,,,,,,30,,,,,
accSet_ChangePwd,,,,div[class='account-change-password__configuration'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--link'],,,,,,,,,,,,,,,,,,,,
chngPwd_OldPwd,account-change-password-old-password-field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_NewPwd,account-change-password-new-password-field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_ConfPwd,account-change-password-confirm-new-password-field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_Submit,,,,div[class='account-change-password__submit-button'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
chngPwd_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_Cancel,,,,div[class='account-change-password__cancel-link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_EditPro,,,,div[class='account-profile__configuration'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--link'],,,,,,,,,,,,,,,,,,,,
editPro_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_fName,account-profile-first-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_lName,account-profile-last-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Email,account-profile-email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Submit,,,,div[class='account-profile__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Cancel,,,,div[class='account-profile__cancel-link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_Email,,,,p[class='account-profile__content account-profile__content--trailing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSet_FullName,,,,p[class='account-profile__content'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPro_Xbutton,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accSum_EditPro,,,,div[class='account-profile__configuration'],,,,,,,,,,,,,1,,,,,,,,,,,,button[class='hbc-button hbc-button--link'],,,,,,,,,,,,,,,,,,,,
ordHis_OrderGrid,,,,div[class='order-history__has-order'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_OrderRow,,,,div[class='order-history-order__header-group'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_ViewMoreOrders,,,,div[class='order-history__view-more-orders-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_OrderDetails,,,,div[class='panel__content-outer panel__content-outer--expanded'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ordHis_StartShopping,,,,div[class='order-history__start-shopping-button'],,,,,,,,,,,,,1,,,,,,,,,,,,a[class='hbc-button hbc-button--block hbc-button--primary'],,,,,,,,,,,,,,,,,,,,
payMeth_Title,,,,h2[class='add-new-item-card__title'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_PayCard,,,,div[class='payment__card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Name,,,,h2[class='card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Default,,,,p[title='Default Payment Method:'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chngPwd_OldError,,,,div[class='account-change-password__password-field'],,,,,,,1,,,,,,1,,,30,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,30,,,,,
chngPwd_NewError,,,,div[class='account-change-password__password-field'],,,,,,,2,,,,,,1,,,12,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
chngPwd_ConfError,,,,div[class='account-change-password__password-field'],,,,,,,3,,,,,,1,,,12,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,
shpAddr_Title,,,,h2[class='add-new-item-card__title'],,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billAddr_Title,,,,h2[class='add-new-item-card__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpp_Error,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_OrderNum,order-status-order-number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_OrderZip,order-status-zip-code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_SubmitBtn,,,,div[class='order-status__button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sip_OrderNumError,,,,div[class*='order-status__order-number'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
sip_OrderZipError,,,,div[class*='order-status__zip-code'],,,,,,,,,,,,,1,,,20,,,,,,,,,span[class='text-field__error-message'],,,,,,,,,,,,,,,20,,,,,
ordSts_Title,,,,h2[class='order-history-guest-page__header'],,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Edit,,,,button[title='Edit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payMeth_Delete,,,,button[title='Delete'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_Name,payment-edit-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_CardInfo,,,,div[class='edit-payment__card-info'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_IsDefault,,,,div[class='edit-payment__is-default'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editPay_Submit,,,,div[class='edit-payment__submit-button'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,,,,,,,,,,,,,
editPay_Cancel,,,,div[class='edit-payment__cancel-button'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,button,,,,,,,,,,,,,,,
editPay_Xbtn,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shpAddr_AddrCard,,,,div[class='address-book__card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shpAddr_EditBtn,,,,button[title='Edit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Title,,,,h1[class='card-modal__title'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Submit,,,,div[class='address-book-form__submit-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Cancel,,,,div[class='address-book-form__cancel-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Xbtn,,,,button[class='hbc-button hbc-button--default hbc-button--icon-standalone card-modal__close-button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagInternationalCheckoutBtn_zk,jsEnterCheckout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADOrderConfirmation_zk,title,,,,,,,,,,,Order Submitted,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_prpTitleDesignerPage_AAF,banner-generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsShippingZipCodeTxt_zk,shipping-postal-code-group,,,,,,,,,,,,,,,,1,,,15,,,,,,shipping-postal-code,,,,,,,,,,,,,,,,,,20,,,,,
IntBillCardNumber_zk,cc-num-group,,,,,,,,,,,,,,,,1,,,25,,,,,,,,,input[id='cc-num'],,,,,,,,,,,,,,,20,,,,,
rsIntvisaCard_zk,payment-method-cc,,,label[class='credit-card radio ng-scope'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confirmOrder,checkout-wrap,,,,,,,,,,,,,,,,1,,,,,,,,,,,,ul[class='receipt-order-detail-list'],,,,,,,,,,,,,,,,,,,,
ofm_papCVV_WS,payCCV-wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_papContinueCheckout_WS,jsCompletePayment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_bogoPromoPdp_AAF,,,,div[class='product__promo-container'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofm_itemPromoBogoBag_AAF,,,,div[class='grid grid-parent'],,,,,,,,,,,,,1,,,,,,,,,,,,p[class='widebag-item-promo-msg'],,,,,,,,,,,,,,,,,,,,
CloseButton,close-button,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home_iframe,,,,iframe[src*='email_popup'],,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpBrand_wk,,,,h2[class='product-overview__brand'],,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,
com_pdpItemNumber_wk,,,,div[class='product-description__product-code'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpCurrencySymbol_wk,,,,dl[class='product-pricing__container'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpDetails_wk,,,,section[class='product-description'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpShippingInfo_wk,,,,section[class='product-shipping-details'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpMainAddToBag_wk,,,,button[class='button button--full button--primary product__add-to-bag-button'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpShortDescription_wk,,,,h1[class='product-overview__short-description'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpDropDown_wk,,ADD_CART_ITEM_ARRAY<>sku_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpQuantity_wk,,,,input[id='numberInput'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpAddToBag_wk,,,,button[class='hbc-button hbc-button--full hbc-button--primary product__add-to-bag-button'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpSelectSize_wk,,,,li[class='product-variant-attribute-value product-variant-attribute-value--text'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpSelectColor_wk,,,,li[class='product-variant-attribute-value product-variant-attribute-value--swatch'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpExpandedPanel_wk,,,,div[class='panel panel--expanded'],,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_pdpDetailPanelTitle_wk,,,,a[class='panel__header'],,,,,,,,Details,,,,,1,,,,,,,,,,,,,,,,,span,,1,,,,,,,,,,,,,
com_pdpShippingReturnPanelTitle_wk,,,,a[class='panel__header'],,,,,,,,Shipping,,,,,1,,,,,,,,,,,,,,,,,span,,1,,,,,,,,,,,,,
editShp_fName,address-book-modal-first-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_lName,address-book-modal-last-name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Comp,address-book-modal-company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Addr1,address-book-modal-address-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Addr2,address-book-modal-address-two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_City,address-book-modal-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_State,,,,div[class='address-book-modal__state address-book-modal__field'],,,,,,,,,,,,,1,,,,,,,,,,,,select[class='drop-down-menu__select'],,,,,,,,,,,,,,,,,,,,
editShp_Zip,address-book-modal-postal-code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_Phone,address-book-modal-phone-number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
editShp_isDefault,,,,div[class='address-book-modal__default-address-checkbox'],,,,,,,,,,,,,1,,,,,,,,,,,,span[class='checkbox-group__checkbox-label'],,,,,,,,,,,,,,,,,,,,
